University,WorldRank,Year,Country
University of Exeter,201,2013,United Kingdom
University of Bologna,201,2016,Italy
University of Padua,201,2018,Italy
University of Florence,201,2016,Italy
Virginia Commonwealth University,201,2017,United States
University of Milan,201,2016,Italy
University of York,201,2006,United Kingdom
The Hong Kong University of Science and Technology,201,2006,China
Norwegian University of Science and Technology,201,2006,Norway
Rensselaer Polytechnic Institute,201,2006,United States
University of Aberdeen,201,2006,United Kingdom
The Chinese University of Hong Kong,201,2008,China
London School of Hygiene and Tropical Medicine,201,2008,United Kingdom
Norwegian University of Science and Technology,201,2008,Norway
University of Lausanne,201,2008,Switzerland
Zhejiang University,201,2008,China
University of Antwerp,201,2009,Belgium
RWTH Aachen University,201,2009,Germany
University of Notre Dame,201,2009,United States
University of South Florida,201,2009,United States
Karlsruhe Institute of Technology (KIT),201,2012,Germany
Scuola Normale Superiore - Pisa,201,2012,Italy
University of Antwerp,201,2012,Belgium
University of Lorraine,201,2012,France
Aalborg University,201,2017,Denmark
Nanjing University,201,2017,China
RWTH Aachen University,201,2013,Germany
The University of Texas at Dallas,201,2017,United States
The Hong Kong Polytechnic University,201,2018,"Hong Kong, China"
Swedish University of Agricultural Sciences,201,2016,Sweden
The Hong Kong University of Science and Technology,201,2016,"Hong Kong, China"
University of Hawaii at Manoa,201,2017,United States
University of Kansas,201,2017,United States
University of Sussex,201,2018,United Kingdom
Xian Jiao Tong University,201,2017,China
Vrije Universiteit Brussel (VUB),201,2016,Belgium
Monash University,201,2006,Australia
University of Science and Technology of China,201,2006,China
Medical University of Vienna,201,2006,Austria
University of Houston,201,2008,United States
Queen's University,201,2008,United Kingdom
Wake Forest University,201,2008,United States
Queen's University,201,2015,Canada
University of Bologna,201,2015,Italy
University of South Carolina - Columbia,201,2010,United States
Newcastle University,201,2010,United Kingdom
Northeastern University,201,2014,United States
Stony Brook University,201,2014,United States
Ecole Normale Superieure - Lyon,201,2014,France
Swedish University of Agricultural Sciences,201,2014,Sweden
University of York,201,2014,United Kingdom
Xian Jiao Tong University,201,2014,China
Queen's University Belfast,201,2006,United Kingdom
University of Halle-Wittenberg,201,2008,Germany
Korea Advanced Institute of Science and Technology,201,2008,"Korea, Republic of"
The University of Hong Kong,201,2009,China
University of Otago,201,2009,New Zealand
Yonsei University,201,2009,"Korea, Republic of"
Dartmouth College,201,2014,United States
Indiana University-Purdue University at Indianapolis,201,2015,United States
University of Guelph,201,2015,Canada
University of Tehran,201,2015,"Iran, Islamic Rep. of"
State University of New York at Buffalo,201,2010,United States
Dalhousie University,201,2010,Canada
University of Cape Town,201,2010,South Africa
The University of Connecticut - Storrs,201,2011,United States
University of Tsukuba,201,2014,Japan
University of Exeter,201,2014,United Kingdom
Washington State University,201,2014,United States
University of East Anglia,201,2011,United Kingdom
The Hong Kong Polytechnic University,201,2012,"Hong Kong, China"
University of Ottawa,201,2012,Canada
Aalborg University,201,2018,Denmark
Florida State University,201,2017,United States
City University of Hong Kong,201,2018,"Hong Kong, China"
Korea University,201,2018,"Korea, Republic of"
Rensselaer Polytechnic Institute,201,2013,United States
Eindhoven University of Technology,201,2016,Netherlands
National Autonomous University of Mexico,201,2018,Mexico
Technical University of Berlin,201,2013,Germany
South China University of Technology,201,2016,China
University of Bochum,201,2017,Germany
Stony Brook University,201,2016,United States
University of Leipzig,201,2013,Germany
University of Cincinnati,201,2016,United States
University of Pisa,201,2018,Italy
University of York,201,2017,United Kingdom
Vrije Universiteit Brussel (VUB),201,2018,Belgium
University of Southern Denmark,201,2013,Denmark
University of Erlangen-Nuremberg,201,2009,Germany
University of Halle-Wittenberg,201,2010,Germany
Chalmers University of Technology,201,2010,Sweden
University of Colorado at Denver,201,2010,United States
The Hong Kong Polytechnic University,201,2011,"Hong Kong, China"
University of Medicine and Dentistry New Jersey,201,2011,United States
University of Cape Town,201,2011,South Africa
University of York,201,2011,United Kingdom
Royal Institute of Technology,201,2011,Sweden
University of Otago,201,2011,New Zealand
Medical University of Vienna,201,2011,Austria
Complutense University of Madrid,201,2011,Spain
State University of New York at Buffalo,201,2006,United States
The Hong Kong University of Science and Technology,201,2006,"Hong Kong, China"
Monash University,201,2008,Australia
The University of Dundee,201,2008,United Kingdom
Lancaster University,201,2008,United Kingdom
Washington State University - Pullman,201,2009,United States
Wayne State University,201,2009,United States
Technical University of Berlin,201,2009,Germany
University of Aberdeen,201,2009,United Kingdom
University of Bochum,201,2011,Germany
University of South Carolina - Columbia,201,2014,United States
Harbin Institute of Technology,201,2014,China
University of the Witwatersrand,201,2014,South Africa
University of Bochum,201,2014,Germany
Laval University,201,2014,Canada
Autonomous University of Madrid,201,2015,Spain
The George Washington University,201,2015,United States
The University of Calgary,201,2015,Canada
University of Alabama at Birmingham,201,2015,United States
University of Aberdeen,201,2015,United Kingdom
University of Wollongong,201,2015,Australia
State University of Campinas,201,2011,Brazil
Queen's University,201,2011,Canada
Paul Sabatier University (Toulouse 3),201,2011,France
University of Colorado at Denver,201,2011,United States
Charles University in Prague,201,2010,Czech Republic
The University of Adelaide,201,2010,Australia
Complutense University of Madrid,201,2010,Spain
Shanghai Jiao Tong University,201,2010,China
Rensselaer Polytechnic Institute,201,2010,United States
Shanghai Jiao Tong University,201,2011,China
University of Waterloo,201,2014,Canada
Durham University,201,2014,United Kingdom
Dalhousie University,201,2014,Canada
University of Cincinnati,201,2014,United States
University of Cape Town,201,2015,South Africa
University of Florence,201,2015,Italy
The University of New Mexico - Albuquerque,201,2015,United States
Claude Bernard University Lyon 1,201,2015,France
The University of Auckland,201,2015,New Zealand
National Cheng Kung University,201,2011,"Taiwan, China"
"Queen Mary, U. of London",201,2011,United Kingdom
University of Southern Denmark,201,2011,Denmark
University of Duesseldorf,201,2010,Germany
Fudan University,201,2011,China
University of Marburg,201,2006,Germany
University of Houston,201,2006,United States
University of Notre Dame,201,2006,United States
Shanghai Jiao Tong University,201,2008,China
University of Science and Technology of China,201,2008,China
University of Cape Town,201,2009,South Africa
Shanghai Jiao Tong University,201,2009,China
Simon Fraser University,201,2009,Canada
Macquarie University,201,2009,Australia
University of Marburg,201,2009,Germany
State University of New York at Albany,201,2009,United States
The University of Reading,201,2010,United Kingdom
University of the Mediterranean (Aix-Marseille 2),201,2010,France
University of Cape Town,201,2012,South Africa
Kobe University,201,2013,Japan
Beijing Normal University,201,2016,China
Huazhong University of Science and Technology,201,2016,China
University of Leicester,201,2013,United Kingdom
University of Nebraska - Lincoln,201,2018,United States
University of Nebraska - Lincoln,201,2013,United States
University of Otago,201,2013,New Zealand
Western University,201,2018,Canada
Yeshiva University,201,2013,United States
University of Liege,201,2012,Belgium
University of Saskatchewan,201,2012,Canada
Charles University in Prague,201,2017,Czech Republic
Complutense University of Madrid,201,2018,Spain
Durham University,201,2018,United Kingdom
Hanyang University,201,2018,"Korea, Republic of"
Karlsruhe Institute of Technology (KIT),201,2018,Germany
Queensland University of Technology,201,2016,Australia
University of Bologna,201,2017,Italy
University of Lorraine,201,2013,France
Yonsei University,201,2017,"Korea, Republic of"
Okayama University,203,2005,Japan
University of Valencia,203,2007,Spain
University of Missouri - Columbia,203,2007,United States
University of Karlsruhe,203,2007,Germany
University of Kentucky,203,2007,United States
The University of Texas Medical Branch at Galveston,203,2005,United States
Swedish University of Agricultural Sciences,203,2005,Sweden
University of South Carolina - Columbia,203,2005,United States
University of Innsbruck,203,2005,Austria
University of Medicine and Dentistry New Jersey,203,2005,United States
University of Oregon,203,2005,United States
Kansas State University,203,2005,United States
University of South Florida,203,2007,United States
The Chinese University of Hong Kong,203,2007,"Hong Kong, China"
Paul Sabatier University (Toulouse 3),203,2007,France
Umea University,203,2007,Sweden
Lancaster University,203,2005,United Kingdom
Charles University in Prague,203,2005,Czech Republic
University of Szeged,203,2005,Hungary
University of Waterloo,203,2005,Canada
Brandeis University,203,2007,United States
University of Guelph,203,2007,Canada
Polytechnic Institute of Milan,203,2007,Italy
Hiroshima University,203,2005,Japan
Western University,203,2005,Canada
State University of New York at Albany,203,2005,United States
University of Vermont,203,2007,United States
Norwegian University of Science and Technology,203,2007,Norway
Queen's University,203,2007,Canada
City University of New York City College,203,2007,United States
Dalhousie University,203,2005,Canada
The University of Reading,203,2005,United Kingdom
University of Victoria,203,2005,Canada
Ecole Polytechnique,203,2005,France
Trinity College Dublin,203,2007,Ireland
University of Marburg,203,2007,Germany
Laval University,203,2007,Canada
Royal Institute of Technology,203,2005,Sweden
University of Vermont,203,2005,United States
Wayne State University,203,2005,United States
University of Alaska - Fairbanks,203,2005,United States
University of Erlangen-Nuremberg,203,2007,Germany
The Hong Kong University of Science and Technology,203,2007,China
The Hong Kong University of Science and Technology,203,2007,"Hong Kong, China"
Wake Forest University,203,2007,United States
University of Kansas - Lawrence,203,2007,United States
University of Saskatchewan,203,2005,Canada
University of Bordeaux 1,203,2005,France
University of South Florida,203,2005,United States
University of York,203,2005,United Kingdom
Chalmers University of Technology,203,2005,Sweden
The University of Calgary,203,2007,Canada
University of Montpellier 2,203,2007,France
Hiroshima University,203,2007,Japan
University of Bath,203,2007,United Kingdom
University of Ottawa,203,2005,Canada
Keio University,203,2005,Japan
The University of New Mexico - Albuquerque,203,2005,United States
Yonsei University,203,2005,"Korea, Republic of"
Washington State University - Pullman,203,2005,United States
University of Kansas - Lawrence,203,2005,United States
University of St Andrews,203,2005,United Kingdom
Trinity College Dublin,203,2005,Ireland
National and Kapodistrian University of Athens,203,2005,Greece
University of Karlsruhe,203,2005,Germany
George Mason University,203,2007,United States
The University of Texas Medical Branch at Galveston,203,2007,United States
University of Medicine and Dentistry New Jersey,203,2007,United States
University of Bologna,203,2007,Italy
Tulane University,203,2005,United States
Louisiana State University - Baton Rouge,203,2005,United States
Technical University of Berlin,203,2005,Germany
The University of Hong Kong,203,2005,"Hong Kong, China"
Wake Forest University,203,2005,United States
University of Southern Denmark,203,2005,Denmark
The Chinese University of Hong Kong,203,2007,China
Nanjing University,203,2007,China
Shanghai Jiao Tong University,203,2007,China
University of Victoria,203,2007,Canada
The University of Texas Health Science Center at San Antonio,203,2005,United States
State University of Campinas,203,2005,Brazil
Monash University,203,2005,Australia
University of Southern Denmark,203,2007,Denmark
University of Bochum,203,2007,Germany
University of Naples Federico II,203,2005,Italy
Kobe University,203,2007,Japan
Macquarie University,203,2007,Australia
Queen's University,203,2007,United Kingdom
Georgetown University,203,2005,United States
Norwegian University of Science and Technology,203,2005,Norway
The George Washington University,203,2005,United States
The University of Adelaide,203,2005,Australia
University of Houston,203,2007,United States
Charles University in Prague,203,2007,Czech Republic
The George Washington University,203,2007,United States
Ecole Polytechnique,203,2007,France
University of Cape Town,203,2007,South Africa
University of Halle-Wittenberg,203,2005,Germany
Kobe University,203,2005,Japan
University of Liege,203,2005,Belgium
Delft University of Technology,203,2005,Netherlands
Medical University of Vienna,203,2007,Austria
University of the Mediterranean (Aix-Marseille 2),203,2007,France
University of Aberdeen,203,2007,United Kingdom
University of Liege,203,2007,Belgium
Technical University of Berlin,203,2007,Germany
State University of New York at Buffalo,203,2005,United States
The University of Dundee,203,2005,United Kingdom
University of Cape Town,203,2005,South Africa
State University of Campinas,203,2007,Brazil
Queen's University,203,2007,United Kingdom
Peking University,203,2007,China
University of Leipzig,203,2007,Germany
State University of New York at Buffalo,203,2007,United States
Macquarie University,203,2005,Australia
Radboud University Nijmegen,203,2005,Netherlands
Peking University,203,2005,China
University of Houston,203,2005,United States
The Chinese University of Hong Kong,203,2005,"Hong Kong, China"
The University of Auckland,203,2005,New Zealand
Keio University,203,2007,Japan
The University of Reading,203,2007,United Kingdom
The University of New Mexico - Albuquerque,203,2007,United States
London School of Hygiene and Tropical Medicine,203,2007,United Kingdom
University of Massachusetts Medical School - Worcester,203,2005,United States
City University of Hong Kong,203,2007,"Hong Kong, China"
University of South Carolina - Columbia,203,2007,United States
Wayne State University,203,2007,United States
Claude Bernard University Lyon 1,203,2007,France
Lancaster University,203,2007,United Kingdom
Autonomous University of Madrid,203,2007,Spain
Claude Bernard University Lyon 1,203,2005,France
Paul Sabatier University (Toulouse 3),203,2005,France
University of Guelph,203,2005,Canada
Queen's University Belfast,203,2005,United Kingdom
Complutense University of Madrid,203,2005,Spain
University of Durham,203,2005,United Kingdom
University of Ottawa,203,2007,Canada
Ben-Gurion University of the Negev,203,2007,Israel
Yeshiva University,203,2007,United States
The University of Hong Kong,203,2007,"Hong Kong, China"
University of Warwick,203,2007,United Kingdom
University of Missouri - Columbia,203,2005,United States
University of Bochum,203,2005,Germany
Western University,203,2007,Canada
Monash University,203,2007,Australia
University of Alaska - Fairbanks,203,2007,United States
University of Colorado Health Science Center,203,2007,United States
Dalhousie University,203,2007,Canada
Washington State University - Pullman,203,2007,United States
University of Stuttgart,203,2005,Germany
University of Buenos Aires,203,2005,Argentina
Georgetown University,203,2007,United States
University of Oregon,203,2007,United States
Korea Advanced Institute of Science and Technology,203,2007,"Korea, Republic of"
Newcastle University,203,2007,United Kingdom
Swedish University of Agricultural Sciences,203,2007,Sweden
Laval University,203,2005,Canada
George Mason University,203,2005,United States
RWTH Aachen University,203,2005,Germany
University of Kentucky,203,2005,United States
University of Florence,203,2005,Italy
Rensselaer Polytechnic Institute,203,2007,United States
University of Saskatchewan,203,2007,Canada
Yonsei University,203,2007,"Korea, Republic of"
University of Bologna,203,2005,Italy
The Hong Kong University of Science and Technology,203,2005,China
Thomas Jefferson University,203,2005,United States
London School of Economics and Political Science,203,2005,United Kingdom
University of Manitoba,203,2005,Canada
City University of Hong Kong,203,2007,China
The University of Auckland,203,2007,New Zealand
State University of New York at Albany,203,2007,United States
The University of Hong Kong,203,2007,China
The University of Texas Health Science Center at San Antonio,203,2007,United States
Syracuse University,203,2007,United States
Newcastle University,203,2005,United Kingdom
University of Turku,203,2005,Finland
University of Montpellier 2,203,2005,France
University of Warwick,203,2005,United Kingdom
University of Notre Dame,203,2007,United States
The University of Dundee,203,2007,United Kingdom
Chalmers University of Technology,203,2007,Sweden
University of Lausanne,203,2007,Switzerland
Queen's University,203,2007,Canada
Complutense University of Madrid,203,2007,Spain
Syracuse University,203,2005,United States
The Hong Kong University of Science and Technology,203,2005,"Hong Kong, China"
University of Antwerp,203,2005,Belgium
University of Halle-Wittenberg,203,2007,Germany
RWTH Aachen University,203,2007,Germany
University of Gothenburg,203,2007,Sweden
Louisiana State University - Baton Rouge,203,2007,United States
"Queen Mary, U. of London",203,2005,United Kingdom
University of Colorado Health Science Center,203,2005,United States
National and Kapodistrian University of Athens,203,2007,Greece
University of Erlangen-Nuremberg,203,2005,Germany
Yeshiva University,203,2005,United States
University of Science and Technology of China,203,2007,China
University of Florence,203,2007,Italy
University of York,203,2007,United Kingdom
University of Genova,203,2005,Italy
The Chinese University of Hong Kong,203,2005,China
Umea University,203,2005,Sweden
The University of Hong Kong,203,2005,China
Zhejiang University,203,2007,China
University of Antwerp,203,2007,Belgium
Royal Institute of Technology,203,2007,Sweden
University of Manitoba,203,2007,Canada
Linkoping University,301,2005,Sweden
City University of Hong Kong,301,2006,"Hong Kong, China"
Industrial Physics and Chemistry Higher Educational Institution - Paris,301,2006,France
University of Regensburg,301,2006,Germany
Utah State University,301,2006,United States
Kansas State University,301,2012,United States
Kobe University,301,2012,Japan
The University of Dundee,301,2012,United Kingdom
University of Alaska - Fairbanks,301,2012,United States
Clemson University,301,2013,United States
Chiba University,301,2016,Japan
Paris Dauphine University (Paris 9),301,2018,France
Saint Louis University,301,2013,United States
UNESP,301,2017,Brazil
Linkoping University,301,2016,Sweden
The Hong Kong Polytechnic University,301,2013,"Hong Kong, China"
University of Porto,301,2017,Portugal
Tianjin University,301,2016,China
UNESP,301,2016,Brazil
University of Twente,301,2013,Netherlands
University of Vermont,301,2013,United States
University of Pavia,301,2016,Italy
National Chiao Tung University,301,2010,"Taiwan, China"
Eotvos Lorand University,301,2011,Hungary
University of Tehran,301,2011,"Iran, Islamic Rep. of"
University College Dublin,301,2011,Ireland
Bar-Ilan University,301,2010,Israel
University of Jena,301,2010,Germany
University of New Hampshire - Durham,301,2010,United States
London School of Hygiene & Tropical Medicine,301,2014,United Kingdom
King Abdullah University of Science and Technology,301,2015,Saudi Arabia
National Cheng Kung University,301,2015,"Taiwan, China"
University of New Hampshire - Durham,301,2015,United States
Kansas State University,301,2011,United States
University of Bath,301,2011,United Kingdom
University of Campinas,301,2014,Brazil
The Hong Kong Polytechnic University,301,2005,"Hong Kong, China"
Technical University of Braunschweig,301,2005,Germany
Temple University,301,2005,United States
University of Aberdeen,301,2005,United Kingdom
Jagiellonian University,301,2006,Poland
Tokyo Medical and Dental University,301,2006,Japan
Korea University,301,2006,"Korea, Republic of"
University of Oklahoma - Norman,301,2010,United States
London School of Hygiene & Tropical Medicine,301,2015,United Kingdom
University of Manitoba,301,2015,Canada
University of Duisburg-Essen,301,2015,Finland
Clemson University,301,2011,United States
University of Roma - Tor Vergata,301,2014,Italy
City University of New York City College,301,2015,United States
Swinburne University of Technology,301,2015,Australia
King Fahd University of Petroleum & Minerals,301,2011,Saudi Arabia
Huazhong University of Science and Technology,301,2011,China
Saint Louis University,301,2011,United States
Keio University,301,2012,Japan
Medical University of South Carolina,301,2012,United States
University of Oulu,301,2012,Finland
Boston College,301,2017,United States
Autonomous University of Barcelona,301,2018,Spain
China University of Geosciences (Wuhan),301,2017,China
ESPCI ParisTech,301,2017,France
Georgetown University,301,2013,United States
Louisiana State University - Baton Rouge,301,2017,United States
Central South University,301,2016,China
Korea University,301,2013,"Korea, Republic of"
The University of Texas at Dallas,301,2018,United States
Keio University,301,2016,Japan
The University of Texas at Dallas,301,2013,United States
The University of Reading,301,2016,United Kingdom
University College Dublin,301,2016,Ireland
Xiamen University,301,2017,China
University of Southern Denmark,301,2016,Denmark
University of Western Sydney,301,2016,Australia
Wayne State University,301,2016,United States
Tokyo University of Agriculture and Technology,301,2005,Japan
Carleton University,301,2005,Canada
Pohang University of Science and Technology,301,2005,"Korea, Republic of"
City University of New York City College,301,2005,United States
University of Regensburg,301,2005,Germany
University of Valencia,301,2005,Spain
Saint Louis University,301,2006,United States
National Tsing Hua University,301,2006,"Taiwan, China"
The Hong Kong Polytechnic University,301,2006,"Hong Kong, China"
Pohang University of Science and Technology,301,2012,"Korea, Republic of"
Stockholm School of Economics,301,2012,Sweden
Swedish University of Agricultural Sciences,301,2012,Sweden
Hiroshima University,301,2017,Japan
National Chiao Tung University,301,2017,"Taiwan, China"
Shandong University,301,2018,China
National and Kapodistrian University of Athens,301,2013,Greece
Tianjin University,301,2017,China
University of Bochum,301,2018,Germany
Tulane University,301,2013,United States
Pompeu Fabra University,301,2016,Spain
University of Granada,301,2013,Spain
University of Oregon,301,2018,United States
University of the Basque Country,301,2018,Spain
University of Eastern Finland,301,2016,Finland
University of Montpellier,301,2016,France
Pohang University of Science and Technology,301,2014,"Korea, Republic of"
The University of Montana - Missoula,301,2014,United States
Lancaster University,301,2015,United Kingdom
Pohang University of Science and Technology,301,2015,"Korea, Republic of"
Queen's University Belfast,301,2015,United Kingdom
Tongji University,301,2015,China
University of Exeter,301,2010,United Kingdom
China Agricultural University,301,2011,China
Scuola Normale Superiore - Pisa,301,2010,Italy
University of Southern Denmark,301,2010,Denmark
Eotvos Lorand University,301,2010,Hungary
University of Duisburg-Essen,301,2010,Germany
Kanazawa University,301,2011,Japan
Bar-Ilan University,301,2011,Israel
Federal University of Rio de Janeiro,301,2011,Brazil
Scuola Normale Superiore - Pisa,301,2011,Italy
Thomas Jefferson University,301,2014,United States
Xiamen University,301,2015,China
University of Oulu,301,2011,Finland
Lancaster University,301,2014,United Kingdom
Scuola Normale Superiore - Pisa,301,2014,Italy
Keio University,301,2014,Japan
Chiba University,301,2014,Japan
Bar-Ilan University,301,2012,Israel
Linkoping University,301,2012,Sweden
Okayama University,301,2012,Japan
University of Oklahoma - Norman,301,2012,United States
University of Roma - Tor Vergata,301,2012,Italy
University of Ulm,301,2012,Germany
ESPCI ParisTech,301,2018,France
Griffith University,301,2018,Australia
City University of New York City College,301,2013,United States
Eindhoven University of Technology,301,2013,Netherlands
Sao Paulo State University,301,2013,Brazil
National and Kapodistrian University of Athens,301,2016,Greece
University of Cincinnati,301,2017,United States
University of Genova,301,2013,Italy
University of South Carolina - Columbia,301,2013,United States
University of Canterbury,301,2016,New Zealand
University of Marburg,301,2016,Germany
University of Quebec,301,2016,Canada
University of Lausanne,301,2005,Switzerland
City University of Hong Kong,301,2005,China
The University of Texas at Dallas,301,2005,United States
University of Ulm,301,2006,Germany
Clemson University,301,2006,United States
State University of New York Health Science Center at Brooklyn,301,2006,United States
University of Duisburg-Essen,301,2011,Finland
Tulane University,301,2011,United States
International School for Advanced Studies,301,2005,Italy
Waseda University,301,2005,Japan
University of Maastricht,301,2006,Netherlands
University of Pavia,301,2006,Italy
University College Dublin,301,2006,Ireland
La Trobe University,301,2006,Australia
Eindhoven University of Technology,301,2006,Netherlands
Griffith University,301,2015,Australia
Georgetown University,301,2015,United States
The University of Texas Medical Branch at Galveston,301,2011,United States
Temple University,301,2011,United States
Wayne State University,301,2014,United States
University of Giessen,301,2015,Germany
Deakin University,301,2015,Australia
Polytechnic University of Valencia,301,2015,Spain
Kyung Hee University,301,2014,"Korea, Republic of"
Nankai University,301,2014,China
National and Kapodistrian University of Athens,301,2014,Greece
University of Paris Dauphine (Paris 9),301,2010,France
King Saud University,301,2010,Saudi Arabia
Nagasaki University,301,2010,Japan
University of Alaska - Fairbanks,301,2010,United States
Pohang University of Science and Technology,301,2010,"Korea, Republic of"
State University of New York at Albany,301,2010,United States
Autonomous University of Barcelona,301,2012,Spain
Indiana University-Purdue University at Indianapolis,301,2012,United States
University of Bordeaux 1,301,2012,France
Xian Jiao Tong University,301,2012,China
Brigham Young University,301,2013,United States
Flinders University,301,2013,Australia
Lanzhou University,301,2018,China
Jagiellonian University,301,2013,Poland
Georgetown University,301,2016,United States
Shandong University,301,2017,China
San Diego State University,301,2013,United States
Louisiana State University - Baton Rouge,301,2016,United States
University of Connecticut,301,2018,United States
University of Leicester,301,2017,United Kingdom
University of Fribourg,301,2018,Switzerland
University of Otago,301,2018,New Zealand
University of Halle-Wittenberg,301,2013,Germany
Yeshiva University,301,2018,United States
Wayne State University,301,2013,United States
Aristotle University of Thessaloniki,301,2005,Greece
Kanazawa University,301,2005,Japan
Gunma University,301,2005,Japan
"Royal Holloway, U. of London",301,2005,United Kingdom
University of Stuttgart,301,2006,Germany
Linkoping University,301,2006,Sweden
Stockholm School of Economics,301,2010,Sweden
Shandong University,301,2010,China
University of Bielefeld,301,2010,Germany
Syracuse University,301,2010,United States
University of Ulm,301,2014,Germany
Dalian University of Technology,301,2015,China
Linkoping University,301,2015,Sweden
University of Turku,301,2014,Finland
University of Central Florida,301,2014,United States
Central South University,301,2014,China
University of Giessen,301,2014,Germany
Flinders University,301,2011,Australia
Thomas Jefferson University,301,2011,United States
University of Naples Federico II,301,2011,Italy
University of Chile,301,2005,Chile
Chiba University,301,2005,Japan
Kansas State University,301,2006,United States
Technical University Darmstadt,301,2006,Germany
National and Kapodistrian University of Athens,301,2006,Greece
Eotvos Lorand University,301,2012,Hungary
Jagiellonian University,301,2012,Poland
Northeastern University,301,2012,United States
Tokyo Medical and Dental University,301,2012,Japan
Capital Medical University,301,2017,China
Beijing Normal University,301,2013,China
Federal University of Rio de Janeiro,301,2017,Brazil
Chang Gung University,301,2016,China
National Chiao Tung University,301,2013,"Taiwan, China"
University College Dublin,301,2018,Ireland
Okayama University,301,2016,Japan
University of Guelph,301,2018,Canada
University College Cork,301,2013,Ireland
University of St Andrews,301,2018,United Kingdom
University of Tasmania,301,2013,Australia
"University at Buffalo, the State University of New York",301,2016,United States
University of Victoria,301,2017,Canada
University of Warsaw,301,2017,Poland
Wuhan University of Technology,301,2018,China
University of Wollongong,301,2013,Australia
James Cook University,301,2011,Australia
University of Duisburg-Essen,301,2014,Germany
University of Rhode Island,301,2014,United States
Lanzhou University,301,2014,China
Xiamen University,301,2014,China
Hanyang University,301,2014,"Korea, Republic of"
University of Roma - Tor Vergata,301,2010,Italy
San Diego State University,301,2010,United States
The University of Dundee,301,2010,United Kingdom
Sun Yat-sen University,301,2010,"Taiwan, China"
University of the Witwatersrand,301,2010,South Africa
The University of Texas at Dallas,301,2015,United States
University of Tasmania,301,2015,Australia
Drexel University,301,2015,United States
University of Porto,301,2015,Portugal
University of Campinas,301,2015,Brazil
Rensselaer Polytechnic Institute,301,2015,United States
Jagiellonian University,301,2005,Poland
University of Nebraska Medical Center,301,2005,United States
University of Cagliari,301,2005,Italy
The University of Tokushima,301,2005,Japan
Vienna University of Technology,301,2006,Austria
University of Nevada - Reno,301,2006,United States
University of Bordeaux 1,301,2006,France
Chiba University,301,2017,Japan
Eindhoven University of Technology,301,2018,Netherlands
Nankai University,301,2017,China
Nanjing Agricultural University,301,2018,China
Industrial Physics and Chemistry Higher Educational Institution - Paris,301,2013,France
Complutense University of Madrid,301,2016,Spain
University of Campinas,301,2018,Brazil
University of Guelph,301,2017,Canada
The University of Texas Health Science Center at San Antonio,301,2013,United States
Paris Dauphine University (Paris 9),301,2016,France
Polytechnic University of Catalonia,301,2016,Spain
University of Liege,301,2017,Belgium
University of Oulu,301,2013,Finland
Wayne State University,301,2017,United States
Temple University,301,2015,United States
University of Duisburg-Essen,301,2015,Germany
University College Dublin,301,2015,Ireland
Central South University,301,2015,China
Federal University of Minas Gerais,301,2014,Brazil
University of Twente,301,2014,Netherlands
The University of Texas at Dallas,301,2014,United States
University of Oulu,301,2014,Finland
University of Palermo,301,2005,Italy
Indian Institute of Science,301,2005,India
Nanjing University,301,2005,China
University of Essex,301,2005,United Kingdom
Zhejiang University,301,2005,China
University of Pavia,301,2005,Italy
Yamaguchi University,301,2005,Japan
Polytechnic Institute of Milan,301,2006,Italy
Federal University of Rio de Janeiro,301,2006,Brazil
University of Rhode Island,301,2006,United States
University of Warsaw,301,2006,Poland
University of Paris Dauphine (Paris 9),301,2006,France
Industrial Physics and Chemistry Higher Educational Institution - Paris,301,2011,France
Eindhoven University of Technology,301,2011,Netherlands
Pohang University of Science and Technology,301,2011,"Korea, Republic of"
Ecole Polytechnique,301,2011,France
University of Southern Denmark,301,2014,Denmark
University of Malaya,301,2014,Malaysia
Linkoping University,301,2014,Sweden
ESPCI ParisTech,301,2014,France
Technical University of Berlin,301,2014,Germany
University of Milan - Bicocca,301,2014,Italy
Technical University Darmstadt,301,2012,Germany
University of Tasmania,301,2012,Australia
National and Kapodistrian University of Athens,301,2018,Greece
James Cook University,301,2013,Australia
East China University of Science and Technology,301,2016,China
Ecole Polytechnique,301,2016,France
Temple University,301,2018,United States
The University of Texas Health Science Center at Houston,301,2017,United States
University of Belgrade,301,2018,Serbia
University of Eastern Finland,301,2017,Finland
University of North Texas,301,2017,United States
University of Roma - Tor Vergata,301,2017,Italy
University of South Carolina - Columbia,301,2018,United States
University of Newcastle,301,2013,Australia
University of Granada,301,2015,Spain
Technical University of Berlin,301,2015,Germany
University of Duesseldorf,301,2015,Germany
University of Colorado at Denver,301,2015,United States
University of Nevada - Reno,301,2010,United States
Wake Forest University,301,2010,United States
Sao Paulo State University,301,2010,Brazil
Federal University of Rio de Janeiro,301,2012,Brazil
Korea University,301,2012,"Korea, Republic of"
National Chiao Tung University,301,2012,"Taiwan, China"
Swinburne University of Technology,301,2012,Australia
Wake Forest University,301,2012,United States
East China University of Science and Technology,301,2017,China
City University of Hong Kong,301,2013,"Hong Kong, China"
Jilin University,301,2017,China
National Tsing Hua University,301,2017,"Taiwan, China"
Pohang University of Science and Technology,301,2017,"Korea, Republic of"
Queen's University Belfast,301,2013,United Kingdom
University of Connecticut,301,2017,United States
University of Kentucky,301,2018,United States
The Hong Kong Polytechnic University,301,2016,"Hong Kong, China"
